"","año","mes","ccaa","nivel","volumen"
"1222","2015","Diciembre","Castilla-La Mancha","2",25974.68
"1223","2015","Diciembre","Castilla-La Mancha","3",44431.05
"1224","2015","Diciembre","Castilla-La Mancha","4",10560.13
"1225","2015","Diciembre","Castilla-La Mancha","5",8571.87
"1226","2015","Diciembre","Cataluña","1",91738.2
"1227","2015","Diciembre","Cataluña","2",103180.25
"1228","2015","Diciembre","Cataluña","3",138675.03
"1229","2015","Diciembre","Cataluña","4",38611.87
"1230","2015","Diciembre","Cataluña","5",41521.01
"1231","2015","Diciembre","Extremadura","1",9392.01
"1232","2015","Diciembre","Extremadura","2",12444.97
"1233","2015","Diciembre","Extremadura","3",20471.23
"1234","2015","Diciembre","Extremadura","4",4679.79
"1235","2015","Diciembre","Extremadura","5",5155.01
"1236","2015","Diciembre","Galicia","1",24473.89
"1237","2015","Diciembre","Galicia","2",36520.55
"1238","2015","Diciembre","Galicia","3",61222.01
"1239","2015","Diciembre","Galicia","4",13482.71
"1240","2015","Diciembre","Galicia","5",10098.32
"1241","2015","Diciembre","Islas Baleares","1",15039.06
"1242","2015","Diciembre","Islas Baleares","2",12474.93
"1243","2015","Diciembre","Islas Baleares","3",19475.53
"1244","2015","Diciembre","Islas Baleares","4",4606.89
"1245","2015","Diciembre","Islas Baleares","5",5234.31
"1246","2015","Diciembre","La Rioja","1",2751.44
"1247","2015","Diciembre","La Rioja","2",3390.49
"1248","2015","Diciembre","La Rioja","3",6228.94
"1249","2015","Diciembre","La Rioja","4",1441.06
"1250","2015","Diciembre","La Rioja","5",1129.05
"1251","2015","Diciembre","Madrid, Comunidad de","1",40968.33
"1252","2015","Diciembre","Madrid, Comunidad de","2",82985.28
"1253","2015","Diciembre","Madrid, Comunidad de","3",126811.25
"1254","2015","Diciembre","Madrid, Comunidad de","4",29486.97
"1255","2015","Diciembre","Madrid, Comunidad de","5",29370.16
"1256","2015","Diciembre","Murcia, Región de","1",13320.3
"1257","2015","Diciembre","Murcia, Región de","2",15974.95
"1258","2015","Diciembre","Murcia, Región de","3",27220.66
"1259","2015","Diciembre","Murcia, Región de","4",6362.85
"1260","2015","Diciembre","Murcia, Región de","5",7931.06
"1261","2015","Diciembre","Navarra, Comunidad Foral de","1",5576.74
"1262","2015","Diciembre","Navarra, Comunidad Foral de","2",9906.29
"1263","2015","Diciembre","Navarra, Comunidad Foral de","3",15900.47
"1264","2015","Diciembre","Navarra, Comunidad Foral de","4",3342.09
"1265","2015","Diciembre","Navarra, Comunidad Foral de","5",2635.54
"1266","2015","Diciembre","País Vasco","1",18822.64
"1267","2015","Diciembre","País Vasco","2",30655.89
"1268","2015","Diciembre","País Vasco","3",49192.41
"1269","2015","Diciembre","País Vasco","4",9894.99
"1270","2015","Diciembre","País Vasco","5",9400.46
"1271","2015","Diciembre","Valenciana, Comunidad","1",58146.6
"1272","2015","Diciembre","Valenciana, Comunidad","2",58916.21
"1273","2015","Diciembre","Valenciana, Comunidad","3",104887.87
"1274","2015","Diciembre","Valenciana, Comunidad","4",23864.69
"1275","2015","Diciembre","Valenciana, Comunidad","5",24355.85
"1276","2015","Enero","Andalucía","1",93202.1
"1277","2015","Enero","Andalucía","2",102380.02
"1278","2015","Enero","Andalucía","3",159953.92
"1279","2015","Enero","Andalucía","4",36094.03
"1280","2015","Enero","Andalucía","5",34206.16
"1281","2015","Enero","Aragón","1",13473.09
"1282","2015","Enero","Aragón","2",18907.9
"1283","2015","Enero","Aragón","3",28711.3
"1284","2015","Enero","Aragón","4",6444.92
"1285","2015","Enero","Aragón","5",4006.75
"1286","2015","Enero","Asturias, Principado de","1",10887.88
"1287","2015","Enero","Asturias, Principado de","2",13510.06
"1288","2015","Enero","Asturias, Principado de","3",26542.97
"1289","2015","Enero","Asturias, Principado de","4",5075.58
"1290","2015","Enero","Asturias, Principado de","5",2920.21
"1291","2015","Enero","Canarias","1",31497.66
"1292","2015","Enero","Canarias","2",28523.42
"1293","2015","Enero","Canarias","3",36932.62
"1294","2015","Enero","Canarias","4",8747.33
"1295","2015","Enero","Canarias","5",8973.23
"1296","2015","Enero","Cantabria","1",5487.05
"1297","2015","Enero","Cantabria","2",8018.09
"1298","2015","Enero","Cantabria","3",12471.48
"1299","2015","Enero","Cantabria","4",2470.23
"1300","2015","Enero","Cantabria","5",1747.44
"1301","2015","Enero","Castilla y León","1",25950.21
"1302","2015","Enero","Castilla y León","2",36683.41
"1303","2015","Enero","Castilla y León","3",60509.15
"1304","2015","Enero","Castilla y León","4",13506.31
"1305","2015","Enero","Castilla y León","5",6964.87
"1306","2015","Enero","Castilla-La Mancha","1",23745.35
"1307","2015","Enero","Castilla-La Mancha","2",27917.84
"1308","2015","Enero","Castilla-La Mancha","3",50889.42
"1309","2015","Enero","Castilla-La Mancha","4",10984.36
"1310","2015","Enero","Castilla-La Mancha","5",7049.07
"1311","2015","Enero","Cataluña","1",93699.43
"1312","2015","Enero","Cataluña","2",108077.05
"1313","2015","Enero","Cataluña","3",130186.09
"1314","2015","Enero","Cataluña","4",32876.43
"1315","2015","Enero","Cataluña","5",26553.2
"1316","2015","Enero","Extremadura","1",11593.44
"1317","2015","Enero","Extremadura","2",12151.28
"1318","2015","Enero","Extremadura","3",22858.24
"1319","2015","Enero","Extremadura","4",4724.52
"1320","2015","Enero","Extremadura","5",3963.92
"1321","2015","Enero","Galicia","1",28032.93
"1322","2015","Enero","Galicia","2",36645.24
"1323","2015","Enero","Galicia","3",59965.53
"1324","2015","Enero","Galicia","4",13294.67
"1325","2015","Enero","Galicia","5",7413.33
"1326","2015","Enero","Islas Baleares","1",15205.42
"1327","2015","Enero","Islas Baleares","2",13520.88
"1328","2015","Enero","Islas Baleares","3",19581.02
"1329","2015","Enero","Islas Baleares","4",3933.2
"1330","2015","Enero","Islas Baleares","5",3363.89
"1331","2015","Enero","La Rioja","1",3052.75
"1332","2015","Enero","La Rioja","2",4705.64
"1333","2015","Enero","La Rioja","3",6531.37
"1334","2015","Enero","La Rioja","4",1592.7
"1335","2015","Enero","La Rioja","5",1062.48
"1336","2015","Enero","Madrid, Comunidad de","1",44017.68
"1337","2015","Enero","Madrid, Comunidad de","2",89915.05
"1338","2015","Enero","Madrid, Comunidad de","3",129043.44
"1339","2015","Enero","Madrid, Comunidad de","4",28292.04
"1340","2015","Enero","Madrid, Comunidad de","5",23094.82
"1341","2015","Enero","Murcia, Región de","1",15788.72
"1342","2015","Enero","Murcia, Región de","2",16184.97
"1343","2015","Enero","Murcia, Región de","3",24954.32
"1344","2015","Enero","Murcia, Región de","4",6095.09
"1345","2015","Enero","Murcia, Región de","5",5972.35
"1346","2015","Enero","Navarra, Comunidad Foral de","1",6227.92
"1347","2015","Enero","Navarra, Comunidad Foral de","2",9751.74
"1348","2015","Enero","Navarra, Comunidad Foral de","3",13182.65
"1349","2015","Enero","Navarra, Comunidad Foral de","4",2806.46
"1350","2015","Enero","Navarra, Comunidad Foral de","5",1758.69
"1351","2015","Enero","País Vasco","1",18901.99
"1352","2015","Enero","País Vasco","2",34434.16
"1353","2015","Enero","País Vasco","3",45962.99
"1354","2015","Enero","País Vasco","4",10036.74
"1355","2015","Enero","País Vasco","5",6502.74
"1356","2015","Enero","Valenciana, Comunidad","1",63492.72
"1357","2015","Enero","Valenciana, Comunidad","2",63093.83
"1358","2015","Enero","Valenciana, Comunidad","3",100538.25
"1359","2015","Enero","Valenciana, Comunidad","4",23858.72
"1360","2015","Enero","Valenciana, Comunidad","5",18270.38
"1361","2015","Febrero","Andalucía","1",78384.55
"1362","2015","Febrero","Andalucía","2",89067.99
"1363","2015","Febrero","Andalucía","3",141826.11
"1364","2015","Febrero","Andalucía","4",30030.92
"1365","2015","Febrero","Andalucía","5",28896.01
"1366","2015","Febrero","Aragón","1",11737.58
"1367","2015","Febrero","Aragón","2",17752.79
"1368","2015","Febrero","Aragón","3",24891.95
"1369","2015","Febrero","Aragón","4",5949.01
"1370","2015","Febrero","Aragón","5",3851.49
"1371","2015","Febrero","Asturias, Principado de","1",10103.27
"1372","2015","Febrero","Asturias, Principado de","2",12596.75
"1373","2015","Febrero","Asturias, Principado de","3",22204.93
"1374","2015","Febrero","Asturias, Principado de","4",4373.42
"1375","2015","Febrero","Asturias, Principado de","5",2505.12
"1376","2015","Febrero","Canarias","1",28360.89
"1377","2015","Febrero","Canarias","2",23988.17
"1378","2015","Febrero","Canarias","3",34849.28
"1379","2015","Febrero","Canarias","4",7192.49
"1380","2015","Febrero","Canarias","5",7898.03
"1381","2015","Febrero","Cantabria","1",5202.16
"1382","2015","Febrero","Cantabria","2",7682.71
"1383","2015","Febrero","Cantabria","3",13133.73
"1384","2015","Febrero","Cantabria","4",2562.99
"1385","2015","Febrero","Cantabria","5",1558.67
"1386","2015","Febrero","Castilla y León","1",24093.73
"1387","2015","Febrero","Castilla y León","2",33232.75
"1388","2015","Febrero","Castilla y León","3",55366.4
"1389","2015","Febrero","Castilla y León","4",12144.32
"1390","2015","Febrero","Castilla y León","5",6740.03
"1391","2015","Febrero","Castilla-La Mancha","1",21826.19
"1392","2015","Febrero","Castilla-La Mancha","2",25731.52
"1393","2015","Febrero","Castilla-La Mancha","3",44703.64
"1394","2015","Febrero","Castilla-La Mancha","4",9668.68
"1395","2015","Febrero","Castilla-La Mancha","5",6867.56
"1396","2015","Febrero","Cataluña","1",82022.16
"1397","2015","Febrero","Cataluña","2",95456.64
"1398","2015","Febrero","Cataluña","3",119974.99
"1399","2015","Febrero","Cataluña","4",28681.94
"1400","2015","Febrero","Cataluña","5",25131.41
"1401","2015","Febrero","Extremadura","1",10142.43
"1402","2015","Febrero","Extremadura","2",10955.03
"1403","2015","Febrero","Extremadura","3",19755.29
"1404","2015","Febrero","Extremadura","4",4371.23
"1405","2015","Febrero","Extremadura","5",3490.2
"1406","2015","Febrero","Galicia","1",26618.3
"1407","2015","Febrero","Galicia","2",34390.06
"1408","2015","Febrero","Galicia","3",54668.22
"1409","2015","Febrero","Galicia","4",11745.08
"1410","2015","Febrero","Galicia","5",6402.6
"1411","2015","Febrero","Islas Baleares","1",14761.62
"1412","2015","Febrero","Islas Baleares","2",12181.44
"1413","2015","Febrero","Islas Baleares","3",18096.22
"1414","2015","Febrero","Islas Baleares","4",3456.96
"1415","2015","Febrero","Islas Baleares","5",3484.82
"1416","2015","Febrero","La Rioja","1",2781.88
"1417","2015","Febrero","La Rioja","2",4598.88
"1418","2015","Febrero","La Rioja","3",6137.56
"1419","2015","Febrero","La Rioja","4",1273.91
"1420","2015","Febrero","La Rioja","5",932.59
"1421","2015","Febrero","Madrid, Comunidad de","1",39389
"1422","2015","Febrero","Madrid, Comunidad de","2",83018.32
"1423","2015","Febrero","Madrid, Comunidad de","3",113379.93
"1424","2015","Febrero","Madrid, Comunidad de","4",23256.78
"1425","2015","Febrero","Madrid, Comunidad de","5",22056.68
"1426","2015","Febrero","Murcia, Región de","1",16415.22
"1427","2015","Febrero","Murcia, Región de","2",19174.01
"1428","2015","Febrero","Murcia, Región de","3",24459.39
"1429","2015","Febrero","Murcia, Región de","4",5486.22
"1430","2015","Febrero","Murcia, Región de","5",5361.35
"1431","2015","Febrero","Navarra, Comunidad Foral de","1",5003.37
"1432","2015","Febrero","Navarra, Comunidad Foral de","2",7771.39
"1433","2015","Febrero","Navarra, Comunidad Foral de","3",11447.11
"1434","2015","Febrero","Navarra, Comunidad Foral de","4",2648.71
"1435","2015","Febrero","Navarra, Comunidad Foral de","5",1681.65
"1436","2015","Febrero","País Vasco","1",16726.88
"1437","2015","Febrero","País Vasco","2",31280.39
"1438","2015","Febrero","País Vasco","3",42179.08
"1439","2015","Febrero","País Vasco","4",8373.52
"1440","2015","Febrero","País Vasco","5",5673.01
"1441","2015","Febrero","Valenciana, Comunidad","1",53229.34
"1442","2015","Febrero","Valenciana, Comunidad","2",61180.35
"1443","2015","Febrero","Valenciana, Comunidad","3",93377.67
"1444","2015","Febrero","Valenciana, Comunidad","4",20418.95
"1445","2015","Febrero","Valenciana, Comunidad","5",16442.13
"1446","2015","Julio","Andalucía","1",97330.26
"1447","2015","Julio","Andalucía","2",123079.9
"1448","2015","Julio","Andalucía","3",132298.23
"1449","2015","Julio","Andalucía","4",27286.13
"1450","2015","Julio","Andalucía","5",43006.57
"1451","2015","Julio","Aragón","1",16109.19
"1452","2015","Julio","Aragón","2",25859.8
"1453","2015","Julio","Aragón","3",26225.02
"1454","2015","Julio","Aragón","4",5805.54
"1455","2015","Julio","Aragón","5",5985.63
"1456","2015","Julio","Asturias, Principado de","1",10126.71
"1457","2015","Julio","Asturias, Principado de","2",17454.52
"1458","2015","Julio","Asturias, Principado de","3",20361.79
"1459","2015","Julio","Asturias, Principado de","4",3921.84
"1460","2015","Julio","Asturias, Principado de","5",3248.46
"1461","2015","Julio","Canarias","1",33350.16
"1462","2015","Julio","Canarias","2",30684.44
"1463","2015","Julio","Canarias","3",36309.37
"1464","2015","Julio","Canarias","4",7839.2
"1465","2015","Julio","Canarias","5",11165.02
"1466","2015","Julio","Cantabria","1",6708.15
"1467","2015","Julio","Cantabria","2",8933.65
"1468","2015","Julio","Cantabria","3",11700.73
"1469","2015","Julio","Cantabria","4",1874.08
"1470","2015","Julio","Cantabria","5",1842.13
"1471","2015","Julio","Castilla y León","1",29808.98
"1472","2015","Julio","Castilla y León","2",45838.39
"1473","2015","Julio","Castilla y León","3",55050.96
"1474","2015","Julio","Castilla y León","4",10905.97
"1475","2015","Julio","Castilla y León","5",11180.04
"1476","2015","Julio","Castilla-La Mancha","1",27342.79
"1477","2015","Julio","Castilla-La Mancha","2",31796.77
"1478","2015","Julio","Castilla-La Mancha","3",38578.7
"1479","2015","Julio","Castilla-La Mancha","4",8277.47
"1480","2015","Julio","Castilla-La Mancha","5",10894.73
"1481","2015","Julio","Cataluña","1",100825.39
"1482","2015","Julio","Cataluña","2",122769.77
"1483","2015","Julio","Cataluña","3",117673.82
"1484","2015","Julio","Cataluña","4",24465.61
"1485","2015","Julio","Cataluña","5",39941.08
"1486","2015","Julio","Extremadura","1",13568.41
"1487","2015","Julio","Extremadura","2",15825
"1488","2015","Julio","Extremadura","3",22003.91
"1489","2015","Julio","Extremadura","4",4346.58
"1490","2015","Julio","Extremadura","5",5285.92
"1491","2015","Julio","Galicia","1",33426.03
"1492","2015","Julio","Galicia","2",49544.47
"1493","2015","Julio","Galicia","3",55827.32
"1494","2015","Julio","Galicia","4",11251.79
"1495","2015","Julio","Galicia","5",9611.02
"1496","2015","Julio","Islas Baleares","1",20285.55
"1497","2015","Julio","Islas Baleares","2",17906.73
"1498","2015","Julio","Islas Baleares","3",18831.88
"1499","2015","Julio","Islas Baleares","4",3516.18
"1500","2015","Julio","Islas Baleares","5",6059.13
"1501","2015","Julio","La Rioja","1",2840.34
"1502","2015","Julio","La Rioja","2",5121.68
"1503","2015","Julio","La Rioja","3",5339.23
"1504","2015","Julio","La Rioja","4",1130.79
"1505","2015","Julio","La Rioja","5",1016.64
"1506","2015","Julio","Madrid, Comunidad de","1",38588.78
"1507","2015","Julio","Madrid, Comunidad de","2",93058.49
"1508","2015","Julio","Madrid, Comunidad de","3",101431.62
"1509","2015","Julio","Madrid, Comunidad de","4",19817.89
"1510","2015","Julio","Madrid, Comunidad de","5",28705.72
"1511","2015","Julio","Murcia, Región de","1",16433.63
"1512","2015","Julio","Murcia, Región de","2",18000.17
"1513","2015","Julio","Murcia, Región de","3",22127.12
"1514","2015","Julio","Murcia, Región de","4",4378.86
"1515","2015","Julio","Murcia, Región de","5",8111.61
"1516","2015","Julio","Navarra, Comunidad Foral de","1",5662.87
"1517","2015","Julio","Navarra, Comunidad Foral de","2",11266.61
"1518","2015","Julio","Navarra, Comunidad Foral de","3",14025.33
"1519","2015","Julio","Navarra, Comunidad Foral de","4",2092.46
"1520","2015","Julio","Navarra, Comunidad Foral de","5",2290.07
"1521","2015","Julio","País Vasco","1",17032.58
"1522","2015","Julio","País Vasco","2",37235.62
"1523","2015","Julio","País Vasco","3",43305.2
"1524","2015","Julio","País Vasco","4",7690.9
"1525","2015","Julio","País Vasco","5",8459.61
"1526","2015","Julio","Valenciana, Comunidad","1",70220.28
"1527","2015","Julio","Valenciana, Comunidad","2",81099.16
"1528","2015","Julio","Valenciana, Comunidad","3",89948.89
"1529","2015","Julio","Valenciana, Comunidad","4",19170.55
"1530","2015","Julio","Valenciana, Comunidad","5",27684.94
"1531","2015","Junio","Andalucía","1",94556.75
"1532","2015","Junio","Andalucía","2",117806.79
"1533","2015","Junio","Andalucía","3",140764.68
"1534","2015","Junio","Andalucía","4",28942.78
"1535","2015","Junio","Andalucía","5",42900.36
"1536","2015","Junio","Aragón","1",14772.16
"1537","2015","Junio","Aragón","2",23415.13
"1538","2015","Junio","Aragón","3",27387.91
"1539","2015","Junio","Aragón","4",5868.44
"1540","2015","Junio","Aragón","5",4851.54
"1541","2015","Junio","Asturias, Principado de","1",11803.85
"1542","2015","Junio","Asturias, Principado de","2",15607.67
"1543","2015","Junio","Asturias, Principado de","3",22749.63
"1544","2015","Junio","Asturias, Principado de","4",4134.46
"1545","2015","Junio","Asturias, Principado de","5",3786.82
"1546","2015","Junio","Canarias","1",30802.96
"1547","2015","Junio","Canarias","2",28532.8
"1548","2015","Junio","Canarias","3",35115.63
"1549","2015","Junio","Canarias","4",7704.29
"1550","2015","Junio","Canarias","5",9650.24
"1551","2015","Junio","Cantabria","1",5330.93
"1552","2015","Junio","Cantabria","2",8699.47
"1553","2015","Junio","Cantabria","3",11124.91
"1554","2015","Junio","Cantabria","4",1825.07
"1555","2015","Junio","Cantabria","5",2031.4
"1556","2015","Junio","Castilla y León","1",24657.46
"1557","2015","Junio","Castilla y León","2",39492.04
"1558","2015","Junio","Castilla y León","3",54739.61
"1559","2015","Junio","Castilla y León","4",10974.2
"1560","2015","Junio","Castilla y León","5",9337.31
"1561","2015","Junio","Castilla-La Mancha","1",25218.98
"1562","2015","Junio","Castilla-La Mancha","2",30922.7
"1563","2015","Junio","Castilla-La Mancha","3",38834.27
"1564","2015","Junio","Castilla-La Mancha","4",8845.07
"1565","2015","Junio","Castilla-La Mancha","5",9933.32
"1566","2015","Junio","Cataluña","1",86957.95
"1567","2015","Junio","Cataluña","2",111838.29
"1568","2015","Junio","Cataluña","3",118780.2
"1569","2015","Junio","Cataluña","4",27241.89
"1570","2015","Junio","Cataluña","5",36215.95
"1571","2015","Junio","Extremadura","1",12931.87
"1572","2015","Junio","Extremadura","2",15830.61
"1573","2015","Junio","Extremadura","3",19866.48
"1574","2015","Junio","Extremadura","4",4024.42
"1575","2015","Junio","Extremadura","5",4571.27
"1576","2015","Junio","Galicia","1",28919.11
"1577","2015","Junio","Galicia","2",42372.58
"1578","2015","Junio","Galicia","3",55313.72
"1579","2015","Junio","Galicia","4",10721.95
"1580","2015","Junio","Galicia","5",8858.06
"1581","2015","Junio","Islas Baleares","1",14982.08
"1582","2015","Junio","Islas Baleares","2",16032.14
"1583","2015","Junio","Islas Baleares","3",17353.83
"1584","2015","Junio","Islas Baleares","4",3315.67
"1585","2015","Junio","Islas Baleares","5",5240.23
"1586","2015","Junio","La Rioja","1",2558.77
"1587","2015","Junio","La Rioja","2",4326.71
"1588","2015","Junio","La Rioja","3",5626.64
"1589","2015","Junio","La Rioja","4",1109.77
"1590","2015","Junio","La Rioja","5",1354.18
"1591","2015","Junio","Madrid, Comunidad de","1",40269.74
"1592","2015","Junio","Madrid, Comunidad de","2",95515.96
"1593","2015","Junio","Madrid, Comunidad de","3",114094.91
"1594","2015","Junio","Madrid, Comunidad de","4",22140.71
"1595","2015","Junio","Madrid, Comunidad de","5",28042.72
"1596","2015","Junio","Murcia, Región de","1",17180.31
"1597","2015","Junio","Murcia, Región de","2",18272.48
"1598","2015","Junio","Murcia, Región de","3",22068.31
"1599","2015","Junio","Murcia, Región de","4",5075.33
"1600","2015","Junio","Murcia, Región de","5",6804.75
"1601","2015","Junio","Navarra, Comunidad Foral de","1",4567.63
"1602","2015","Junio","Navarra, Comunidad Foral de","2",10384.78
"1603","2015","Junio","Navarra, Comunidad Foral de","3",12964.77
"1604","2015","Junio","Navarra, Comunidad Foral de","4",2578.29
"1605","2015","Junio","Navarra, Comunidad Foral de","5",2320.18
"1606","2015","Junio","País Vasco","1",17024.78
"1607","2015","Junio","País Vasco","2",36351.53
"1608","2015","Junio","País Vasco","3",43748.78
"1609","2015","Junio","País Vasco","4",7905
"1610","2015","Junio","País Vasco","5",8996.39
"1611","2015","Junio","Valenciana, Comunidad","1",60224.47
"1612","2015","Junio","Valenciana, Comunidad","2",72910.62
"1613","2015","Junio","Valenciana, Comunidad","3",90322.11
"1614","2015","Junio","Valenciana, Comunidad","4",19807.32
"1615","2015","Junio","Valenciana, Comunidad","5",23856.8
"1616","2015","Marzo","Andalucía","1",88614.17
"1617","2015","Marzo","Andalucía","2",102520.57
"1618","2015","Marzo","Andalucía","3",162765.49
"1619","2015","Marzo","Andalucía","4",32334.33
"1620","2015","Marzo","Andalucía","5",39299.83
"1621","2015","Marzo","Aragón","1",13778.99
"1622","2015","Marzo","Aragón","2",20323.74
"1623","2015","Marzo","Aragón","3",27453.12
"1624","2015","Marzo","Aragón","4",6227.82
"1625","2015","Marzo","Aragón","5",4813.99
"1626","2015","Marzo","Asturias, Principado de","1",11926.82
"1627","2015","Marzo","Asturias, Principado de","2",13933.97
"1628","2015","Marzo","Asturias, Principado de","3",23249.01
"1629","2015","Marzo","Asturias, Principado de","4",4702.87
"1630","2015","Marzo","Asturias, Principado de","5",4253.83
"1631","2015","Marzo","Canarias","1",34038.5
"1632","2015","Marzo","Canarias","2",27880.31
"1633","2015","Marzo","Canarias","3",36145.05
"1634","2015","Marzo","Canarias","4",8194.31
"1635","2015","Marzo","Canarias","5",10205.03
"1636","2015","Marzo","Cantabria","1",6413.91
"1637","2015","Marzo","Cantabria","2",8674.36
"1638","2015","Marzo","Cantabria","3",11766.36
"1639","2015","Marzo","Cantabria","4",2378.78
"1640","2015","Marzo","Cantabria","5",2083.74
"1641","2015","Marzo","Castilla y León","1",25479.3
"1642","2015","Marzo","Castilla y León","2",36303.33
"1643","2015","Marzo","Castilla y León","3",57411.36
"1644","2015","Marzo","Castilla y León","4",12114.13
"1645","2015","Marzo","Castilla y León","5",8847.4
"1646","2015","Marzo","Castilla-La Mancha","1",23027.97
"1647","2015","Marzo","Castilla-La Mancha","2",27483.62
"1648","2015","Marzo","Castilla-La Mancha","3",48491.19
"1649","2015","Marzo","Castilla-La Mancha","4",9334.32
"1650","2015","Marzo","Castilla-La Mancha","5",9232.98
"1651","2015","Marzo","Cataluña","1",87597.63
"1652","2015","Marzo","Cataluña","2",106373.76
"1653","2015","Marzo","Cataluña","3",129282.17
"1654","2015","Marzo","Cataluña","4",30267.26
"1655","2015","Marzo","Cataluña","5",34243.41
"1656","2015","Marzo","Extremadura","1",12129.04
"1657","2015","Marzo","Extremadura","2",12315.96
"1658","2015","Marzo","Extremadura","3",22280.27
"1659","2015","Marzo","Extremadura","4",4058.4
"1660","2015","Marzo","Extremadura","5",5094.74
"1661","2015","Marzo","Galicia","1",26976.14
"1662","2015","Marzo","Galicia","2",38701.44
"1663","2015","Marzo","Galicia","3",59547.16
"1664","2015","Marzo","Galicia","4",11233.45
"1665","2015","Marzo","Galicia","5",8666.32
"1666","2015","Marzo","Islas Baleares","1",17557.44
"1667","2015","Marzo","Islas Baleares","2",13668.43
"1668","2015","Marzo","Islas Baleares","3",19111.4
"1669","2015","Marzo","Islas Baleares","4",4758.22
"1670","2015","Marzo","Islas Baleares","5",5258.91
"1671","2015","Marzo","La Rioja","1",2560.05
"1672","2015","Marzo","La Rioja","2",4567.55
"1673","2015","Marzo","La Rioja","3",5985.51
"1674","2015","Marzo","La Rioja","4",1193.53
"1675","2015","Marzo","La Rioja","5",1126.8
"1676","2015","Marzo","Madrid, Comunidad de","1",41291.68
"1677","2015","Marzo","Madrid, Comunidad de","2",85575.85
"1678","2015","Marzo","Madrid, Comunidad de","3",131282.02
"1679","2015","Marzo","Madrid, Comunidad de","4",25606.07
"1680","2015","Marzo","Madrid, Comunidad de","5",26465.64
"1681","2015","Marzo","Murcia, Región de","1",16428.72
"1682","2015","Marzo","Murcia, Región de","2",16964.33
"1683","2015","Marzo","Murcia, Región de","3",27666.81
"1684","2015","Marzo","Murcia, Región de","4",5580.22
"1685","2015","Marzo","Murcia, Región de","5",7237.36
"1686","2015","Marzo","Navarra, Comunidad Foral de","1",4791.09
"1687","2015","Marzo","Navarra, Comunidad Foral de","2",8555.72
"1688","2015","Marzo","Navarra, Comunidad Foral de","3",12181.9
"1689","2015","Marzo","Navarra, Comunidad Foral de","4",2534.97
"1690","2015","Marzo","Navarra, Comunidad Foral de","5",2214.7
"1691","2015","Marzo","País Vasco","1",16981.74
"1692","2015","Marzo","País Vasco","2",32062.07
"1693","2015","Marzo","País Vasco","3",43764.93
"1694","2015","Marzo","País Vasco","4",8428.91
"1695","2015","Marzo","País Vasco","5",7755.57
"1696","2015","Marzo","Valenciana, Comunidad","1",59618.72
"1697","2015","Marzo","Valenciana, Comunidad","2",63055.86
"1698","2015","Marzo","Valenciana, Comunidad","3",99613.01
"1699","2015","Marzo","Valenciana, Comunidad","4",21628.76
"1700","2015","Marzo","Valenciana, Comunidad","5",20969.18
"1701","2015","Mayo","Andalucía","1",92953.13
"1702","2015","Mayo","Andalucía","2",110420.62
"1703","2015","Mayo","Andalucía","3",151242.19
"1704","2015","Mayo","Andalucía","4",30632.62
"1705","2015","Mayo","Andalucía","5",40477.44
"1706","2015","Mayo","Aragón","1",14815.67
"1707","2015","Mayo","Aragón","2",21402.56
"1708","2015","Mayo","Aragón","3",28064.1
"1709","2015","Mayo","Aragón","4",5850.73
"1710","2015","Mayo","Aragón","5",4760.21
"1711","2015","Mayo","Asturias, Principado de","1",11208.11
"1712","2015","Mayo","Asturias, Principado de","2",15047.69
"1713","2015","Mayo","Asturias, Principado de","3",22809.4
"1714","2015","Mayo","Asturias, Principado de","4",4717.2
"1715","2015","Mayo","Asturias, Principado de","5",3390.18
"1716","2015","Mayo","Canarias","1",31955.78
"1717","2015","Mayo","Canarias","2",30087.9
"1718","2015","Mayo","Canarias","3",32506.07
"1719","2015","Mayo","Canarias","4",8251.28
"1720","2015","Mayo","Canarias","5",10207.89
"1721","2015","Mayo","Cantabria","1",6869.79
"1722","2015","Mayo","Cantabria","2",7573.56
"1723","2015","Mayo","Cantabria","3",14226.13
"1724","2015","Mayo","Cantabria","4",2264.02
"1725","2015","Mayo","Cantabria","5",1720.71
"1726","2015","Mayo","Castilla y León","1",26956.4
"1727","2015","Mayo","Castilla y León","2",37543.92
"1728","2015","Mayo","Castilla y León","3",55291.28
"1729","2015","Mayo","Castilla y León","4",11381.49
"1730","2015","Mayo","Castilla y León","5",9201.39
"1731","2015","Mayo","Castilla-La Mancha","1",23656.59
"1732","2015","Mayo","Castilla-La Mancha","2",27901.34
"1733","2015","Mayo","Castilla-La Mancha","3",43088.94
"1734","2015","Mayo","Castilla-La Mancha","4",9605.85
"1735","2015","Mayo","Castilla-La Mancha","5",9127.88
"1736","2015","Mayo","Cataluña","1",95918.11
"1737","2015","Mayo","Cataluña","2",110531.86
"1738","2015","Mayo","Cataluña","3",131243.62
"1739","2015","Mayo","Cataluña","4",29205.46
"1740","2015","Mayo","Cataluña","5",36877.05
"1741","2015","Mayo","Extremadura","1",11339.01
"1742","2015","Mayo","Extremadura","2",13688.67
"1743","2015","Mayo","Extremadura","3",20199.54
"1744","2015","Mayo","Extremadura","4",4246.28
"1745","2015","Mayo","Extremadura","5",5136.25
"1746","2015","Mayo","Galicia","1",28883.71
"1747","2015","Mayo","Galicia","2",41998.27
"1748","2015","Mayo","Galicia","3",60238.65
