"","año","mes","ccaa","nivel","volumen"
"4228","2018","Agosto","Madrid, Comunidad de","3",94416.17
"4229","2018","Agosto","Madrid, Comunidad de","4",18220.28
"4230","2018","Agosto","Madrid, Comunidad de","5",25664.4
"4231","2018","Agosto","Murcia, Región de","1",17312.04
"4232","2018","Agosto","Murcia, Región de","2",16694.89
"4233","2018","Agosto","Murcia, Región de","3",24905.82
"4234","2018","Agosto","Murcia, Región de","4",4448.42
"4235","2018","Agosto","Murcia, Región de","5",8217.92
"4236","2018","Agosto","Navarra, Comunidad Foral de","1",5789.27
"4237","2018","Agosto","Navarra, Comunidad Foral de","2",10658.36
"4238","2018","Agosto","Navarra, Comunidad Foral de","3",9978.57
"4239","2018","Agosto","Navarra, Comunidad Foral de","4",1661.62
"4240","2018","Agosto","Navarra, Comunidad Foral de","5",2318.67
"4241","2018","Agosto","País Vasco","1",14784.82
"4242","2018","Agosto","País Vasco","2",32536.14
"4243","2018","Agosto","País Vasco","3",38664.29
"4244","2018","Agosto","País Vasco","4",6407.09
"4245","2018","Agosto","País Vasco","5",8264.78
"4246","2018","Agosto","Valenciana, Comunidad","1",66230.38
"4247","2018","Agosto","Valenciana, Comunidad","2",61557.42
"4248","2018","Agosto","Valenciana, Comunidad","3",85129.91
"4249","2018","Agosto","Valenciana, Comunidad","4",15646.17
"4250","2018","Agosto","Valenciana, Comunidad","5",24373.24
"4251","2018","Diciembre","Andalucía","1",83063.32
"4252","2018","Diciembre","Andalucía","2",81919.97
"4253","2018","Diciembre","Andalucía","3",151831.13
"4254","2018","Diciembre","Andalucía","4",34783.1
"4255","2018","Diciembre","Andalucía","5",42713.77
"4256","2018","Diciembre","Aragón","1",12939.72
"4257","2018","Diciembre","Aragón","2",17259.57
"4258","2018","Diciembre","Aragón","3",27985.61
"4259","2018","Diciembre","Aragón","4",6156.76
"4260","2018","Diciembre","Aragón","5",5478.83
"4261","2018","Diciembre","Asturias, Principado de","1",11074.61
"4262","2018","Diciembre","Asturias, Principado de","2",12456.46
"4263","2018","Diciembre","Asturias, Principado de","3",22923.91
"4264","2018","Diciembre","Asturias, Principado de","4",4461.58
"4265","2018","Diciembre","Asturias, Principado de","5",4362.95
"4266","2018","Diciembre","Canarias","1",34505.75
"4267","2018","Diciembre","Canarias","2",22769.4
"4268","2018","Diciembre","Canarias","3",40013.98
"4269","2018","Diciembre","Canarias","4",8310.49
"4270","2018","Diciembre","Canarias","5",10294.57
"4271","2018","Diciembre","Cantabria","1",5655.22
"4272","2018","Diciembre","Cantabria","2",7560.44
"4273","2018","Diciembre","Cantabria","3",11632.59
"4274","2018","Diciembre","Cantabria","4",2253.15
"4275","2018","Diciembre","Cantabria","5",2181.68
"4276","2018","Diciembre","Castilla y León","1",24503.12
"4277","2018","Diciembre","Castilla y León","2",29944.54
"4278","2018","Diciembre","Castilla y León","3",59930.42
"4279","2018","Diciembre","Castilla y León","4",12440.24
"4280","2018","Diciembre","Castilla y León","5",10449.48
"4281","2018","Diciembre","Castilla-La Mancha","1",22077.31
"4282","2018","Diciembre","Castilla-La Mancha","2",21037.08
"4283","2018","Diciembre","Castilla-La Mancha","3",40686
"4284","2018","Diciembre","Castilla-La Mancha","4",10140.05
"4285","2018","Diciembre","Castilla-La Mancha","5",9806.63
"4286","2018","Diciembre","Cataluña","1",90702.48
"4287","2018","Diciembre","Cataluña","2",91833.89
"4288","2018","Diciembre","Cataluña","3",139423.83
"4289","2018","Diciembre","Cataluña","4",34741.5
"4290","2018","Diciembre","Cataluña","5",39301.3
"4291","2018","Diciembre","Extremadura","1",10795.8
"4292","2018","Diciembre","Extremadura","2",11625.69
"4293","2018","Diciembre","Extremadura","3",20261.67
"4294","2018","Diciembre","Extremadura","4",3589.65
"4295","2018","Diciembre","Extremadura","5",4450.85
"4296","2018","Diciembre","Galicia","1",29123.86
"4297","2018","Diciembre","Galicia","2",36179.96
"4298","2018","Diciembre","Galicia","3",60265.65
"4299","2018","Diciembre","Galicia","4",13125.68
"4300","2018","Diciembre","Galicia","5",10371.43
"4301","2018","Diciembre","Islas Baleares","1",18441.91
"4302","2018","Diciembre","Islas Baleares","2",13148.29
"4303","2018","Diciembre","Islas Baleares","3",22384.59
"4304","2018","Diciembre","Islas Baleares","4",4983.45
"4305","2018","Diciembre","Islas Baleares","5",5990.29
"4306","2018","Diciembre","La Rioja","1",2757.47
"4307","2018","Diciembre","La Rioja","2",3121.42
"4308","2018","Diciembre","La Rioja","3",5977.14
"4309","2018","Diciembre","La Rioja","4",1440.16
"4310","2018","Diciembre","La Rioja","5",1175.93
"4311","2018","Diciembre","Madrid, Comunidad de","1",42721.47
"4312","2018","Diciembre","Madrid, Comunidad de","2",77417.71
"4313","2018","Diciembre","Madrid, Comunidad de","3",123813.98
"4314","2018","Diciembre","Madrid, Comunidad de","4",28570.24
"4315","2018","Diciembre","Madrid, Comunidad de","5",29442.02
"4316","2018","Diciembre","Murcia, Región de","1",19411.96
"4317","2018","Diciembre","Murcia, Región de","2",17082.91
"4318","2018","Diciembre","Murcia, Región de","3",28945.09
"4319","2018","Diciembre","Murcia, Región de","4",6311.32
"4320","2018","Diciembre","Murcia, Región de","5",7113.19
"4321","2018","Diciembre","Navarra, Comunidad Foral de","1",5633.88
"4322","2018","Diciembre","Navarra, Comunidad Foral de","2",7240.78
"4323","2018","Diciembre","Navarra, Comunidad Foral de","3",11306.78
"4324","2018","Diciembre","Navarra, Comunidad Foral de","4",2596.11
"4325","2018","Diciembre","Navarra, Comunidad Foral de","5",2176.83
"4326","2018","Diciembre","País Vasco","1",16829.13
"4327","2018","Diciembre","País Vasco","2",26964.07
"4328","2018","Diciembre","País Vasco","3",48132.06
"4329","2018","Diciembre","País Vasco","4",9391.27
"4330","2018","Diciembre","País Vasco","5",9621.21
"4331","2018","Diciembre","Valenciana, Comunidad","1",62590.71
"4332","2018","Diciembre","Valenciana, Comunidad","2",54099.13
"4333","2018","Diciembre","Valenciana, Comunidad","3",95541.43
"4334","2018","Diciembre","Valenciana, Comunidad","4",22726.35
"4335","2018","Diciembre","Valenciana, Comunidad","5",23770.53
"4336","2018","Enero","Andalucía","1",98229.85
"4337","2018","Enero","Andalucía","2",95942.78
"4338","2018","Enero","Andalucía","3",154961.53
"4339","2018","Enero","Andalucía","4",33177.71
"4340","2018","Enero","Andalucía","5",39455.51
"4341","2018","Enero","Aragón","1",13777.97
"4342","2018","Enero","Aragón","2",17506.32
"4343","2018","Enero","Aragón","3",27296.43
"4344","2018","Enero","Aragón","4",6294.05
"4345","2018","Enero","Aragón","5",5027.73
"4346","2018","Enero","Asturias, Principado de","1",11760.89
"4347","2018","Enero","Asturias, Principado de","2",13914.87
"4348","2018","Enero","Asturias, Principado de","3",23617.4
"4349","2018","Enero","Asturias, Principado de","4",3878.68
"4350","2018","Enero","Asturias, Principado de","5",3865.93
"4351","2018","Enero","Canarias","1",36245.82
"4352","2018","Enero","Canarias","2",26637.8
"4353","2018","Enero","Canarias","3",33823.31
"4354","2018","Enero","Canarias","4",6962.72
"4355","2018","Enero","Canarias","5",8969.29
"4356","2018","Enero","Cantabria","1",5106.9
"4357","2018","Enero","Cantabria","2",7512.11
"4358","2018","Enero","Cantabria","3",13066.87
"4359","2018","Enero","Cantabria","4",2174.64
"4360","2018","Enero","Cantabria","5",2004.25
"4361","2018","Enero","Castilla y León","1",24656.59
"4362","2018","Enero","Castilla y León","2",31903.94
"4363","2018","Enero","Castilla y León","3",55794.86
"4364","2018","Enero","Castilla y León","4",12420.97
"4365","2018","Enero","Castilla y León","5",8455.12
"4366","2018","Enero","Castilla-La Mancha","1",21446.71
"4367","2018","Enero","Castilla-La Mancha","2",23677.47
"4368","2018","Enero","Castilla-La Mancha","3",40041.03
"4369","2018","Enero","Castilla-La Mancha","4",9205.92
"4370","2018","Enero","Castilla-La Mancha","5",8124.39
"4371","2018","Enero","Cataluña","1",98817.7
"4372","2018","Enero","Cataluña","2",104599.32
"4373","2018","Enero","Cataluña","3",132117.99
"4374","2018","Enero","Cataluña","4",32345.35
"4375","2018","Enero","Cataluña","5",33919.41
"4376","2018","Enero","Extremadura","1",10418.31
"4377","2018","Enero","Extremadura","2",12639.65
"4378","2018","Enero","Extremadura","3",18179.31
"4379","2018","Enero","Extremadura","4",3279.84
"4380","2018","Enero","Extremadura","5",3649.87
"4381","2018","Enero","Galicia","1",30366.86
"4382","2018","Enero","Galicia","2",37033.06
"4383","2018","Enero","Galicia","3",56867.75
"4384","2018","Enero","Galicia","4",13438.33
"4385","2018","Enero","Galicia","5",8293.37
"4386","2018","Enero","Islas Baleares","1",16566.5
"4387","2018","Enero","Islas Baleares","2",12641.26
"4388","2018","Enero","Islas Baleares","3",19521.42
"4389","2018","Enero","Islas Baleares","4",3710.76
"4390","2018","Enero","Islas Baleares","5",4983.75
"4391","2018","Enero","La Rioja","1",2837.98
"4392","2018","Enero","La Rioja","2",3267.42
"4393","2018","Enero","La Rioja","3",5466.5
"4394","2018","Enero","La Rioja","4",1217.13
"4395","2018","Enero","La Rioja","5",1314.61
"4396","2018","Enero","Madrid, Comunidad de","1",43405.7
"4397","2018","Enero","Madrid, Comunidad de","2",84646.5
"4398","2018","Enero","Madrid, Comunidad de","3",124178.41
"4399","2018","Enero","Madrid, Comunidad de","4",26247.71
"4400","2018","Enero","Madrid, Comunidad de","5",26820.19
"4401","2018","Enero","Murcia, Región de","1",18274.71
"4402","2018","Enero","Murcia, Región de","2",16363.11
"4403","2018","Enero","Murcia, Región de","3",26430.65
"4404","2018","Enero","Murcia, Región de","4",4742.19
"4405","2018","Enero","Murcia, Región de","5",6486.58
"4406","2018","Enero","Navarra, Comunidad Foral de","1",4965.13
"4407","2018","Enero","Navarra, Comunidad Foral de","2",7277.2
"4408","2018","Enero","Navarra, Comunidad Foral de","3",10908.59
"4409","2018","Enero","Navarra, Comunidad Foral de","4",2461
"4410","2018","Enero","Navarra, Comunidad Foral de","5",2160.93
"4411","2018","Enero","País Vasco","1",18571.99
"4412","2018","Enero","País Vasco","2",29376.37
"4413","2018","Enero","País Vasco","3",44132.08
"4414","2018","Enero","País Vasco","4",8602.56
"4415","2018","Enero","País Vasco","5",7571.03
"4416","2018","Enero","Valenciana, Comunidad","1",62541.28
"4417","2018","Enero","Valenciana, Comunidad","2",59639.83
"4418","2018","Enero","Valenciana, Comunidad","3",91138.97
"4419","2018","Enero","Valenciana, Comunidad","4",19218.46
"4420","2018","Enero","Valenciana, Comunidad","5",19484.81
"4421","2018","Febrero","Andalucía","1",84939.11
"4422","2018","Febrero","Andalucía","2",87062.91
"4423","2018","Febrero","Andalucía","3",142914.03
"4424","2018","Febrero","Andalucía","4",28725.74
"4425","2018","Febrero","Andalucía","5",34288.65
"4426","2018","Febrero","Aragón","1",12210.28
"4427","2018","Febrero","Aragón","2",17875.83
"4428","2018","Febrero","Aragón","3",23942.06
"4429","2018","Febrero","Aragón","4",6033.22
"4430","2018","Febrero","Aragón","5",4345.09
"4431","2018","Febrero","Asturias, Principado de","1",11570.56
"4432","2018","Febrero","Asturias, Principado de","2",13038.48
"4433","2018","Febrero","Asturias, Principado de","3",22215.92
"4434","2018","Febrero","Asturias, Principado de","4",3780.03
"4435","2018","Febrero","Asturias, Principado de","5",3793.6
"4436","2018","Febrero","Canarias","1",32180.87
"4437","2018","Febrero","Canarias","2",22443.59
"4438","2018","Febrero","Canarias","3",31899.05
"4439","2018","Febrero","Canarias","4",6402.81
"4440","2018","Febrero","Canarias","5",8023.46
"4441","2018","Febrero","Cantabria","1",5728.43
"4442","2018","Febrero","Cantabria","2",5874.45
"4443","2018","Febrero","Cantabria","3",11431.23
"4444","2018","Febrero","Cantabria","4",1941.36
"4445","2018","Febrero","Cantabria","5",2015.08
"4446","2018","Febrero","Castilla y León","1",21816.84
"4447","2018","Febrero","Castilla y León","2",28415.07
"4448","2018","Febrero","Castilla y León","3",50796.12
"4449","2018","Febrero","Castilla y León","4",10436.51
"4450","2018","Febrero","Castilla y León","5",7746.5
"4451","2018","Febrero","Castilla-La Mancha","1",21092.28
"4452","2018","Febrero","Castilla-La Mancha","2",22397.51
"4453","2018","Febrero","Castilla-La Mancha","3",35856.35
"4454","2018","Febrero","Castilla-La Mancha","4",8014.11
"4455","2018","Febrero","Castilla-La Mancha","5",7093.66
"4456","2018","Febrero","Cataluña","1",86877.79
"4457","2018","Febrero","Cataluña","2",93905.31
"4458","2018","Febrero","Cataluña","3",128226.17
"4459","2018","Febrero","Cataluña","4",28738.49
"4460","2018","Febrero","Cataluña","5",32366.63
"4461","2018","Febrero","Extremadura","1",9653.13
"4462","2018","Febrero","Extremadura","2",11094.8
"4463","2018","Febrero","Extremadura","3",21800.44
"4464","2018","Febrero","Extremadura","4",3394.8
"4465","2018","Febrero","Extremadura","5",4016.02
"4466","2018","Febrero","Galicia","1",28390.6
"4467","2018","Febrero","Galicia","2",34340.85
"4468","2018","Febrero","Galicia","3",57546.27
"4469","2018","Febrero","Galicia","4",11535.67
"4470","2018","Febrero","Galicia","5",8692.65
"4471","2018","Febrero","Islas Baleares","1",14031.7
"4472","2018","Febrero","Islas Baleares","2",12062.95
"4473","2018","Febrero","Islas Baleares","3",18212.21
"4474","2018","Febrero","Islas Baleares","4",3745.6
"4475","2018","Febrero","Islas Baleares","5",4804.11
"4476","2018","Febrero","La Rioja","1",2526.78
"4477","2018","Febrero","La Rioja","2",3877.39
"4478","2018","Febrero","La Rioja","3",5360.7
"4479","2018","Febrero","La Rioja","4",1150.95
"4480","2018","Febrero","La Rioja","5",927.9
"4481","2018","Febrero","Madrid, Comunidad de","1",40139.68
"4482","2018","Febrero","Madrid, Comunidad de","2",74700.23
"4483","2018","Febrero","Madrid, Comunidad de","3",112784.17
"4484","2018","Febrero","Madrid, Comunidad de","4",22851.13
"4485","2018","Febrero","Madrid, Comunidad de","5",24991.76
"4486","2018","Febrero","Murcia, Región de","1",16863.77
"4487","2018","Febrero","Murcia, Región de","2",16333.03
"4488","2018","Febrero","Murcia, Región de","3",25020.9
"4489","2018","Febrero","Murcia, Región de","4",5106.56
"4490","2018","Febrero","Murcia, Región de","5",5873.29
"4491","2018","Febrero","Navarra, Comunidad Foral de","1",4763.34
"4492","2018","Febrero","Navarra, Comunidad Foral de","2",7186.41
"4493","2018","Febrero","Navarra, Comunidad Foral de","3",11178.33
"4494","2018","Febrero","Navarra, Comunidad Foral de","4",1972.77
"4495","2018","Febrero","Navarra, Comunidad Foral de","5",1769.11
"4496","2018","Febrero","País Vasco","1",17229.63
"4497","2018","Febrero","País Vasco","2",27867.34
"4498","2018","Febrero","País Vasco","3",44165.93
"4499","2018","Febrero","País Vasco","4",8912.9
"4500","2018","Febrero","País Vasco","5",8589.74
"4501","2018","Febrero","Valenciana, Comunidad","1",56848.09
"4502","2018","Febrero","Valenciana, Comunidad","2",53536.82
"4503","2018","Febrero","Valenciana, Comunidad","3",87410.29
"4504","2018","Febrero","Valenciana, Comunidad","4",18487.87
"4505","2018","Febrero","Valenciana, Comunidad","5",17968.26
"4506","2018","Julio","Andalucía","1",103844.16
"4507","2018","Julio","Andalucía","2",118398.66
"4508","2018","Julio","Andalucía","3",140074.16
"4509","2018","Julio","Andalucía","4",29180.57
"4510","2018","Julio","Andalucía","5",43067.98
"4511","2018","Julio","Aragón","1",15802.59
"4512","2018","Julio","Aragón","2",22770.39
"4513","2018","Julio","Aragón","3",24411.65
"4514","2018","Julio","Aragón","4",4785.08
"4515","2018","Julio","Aragón","5",5342.27
"4516","2018","Julio","Asturias, Principado de","1",11487.97
"4517","2018","Julio","Asturias, Principado de","2",15433.95
"4518","2018","Julio","Asturias, Principado de","3",23860.33
"4519","2018","Julio","Asturias, Principado de","4",3455.46
"4520","2018","Julio","Asturias, Principado de","5",4217.47
"4521","2018","Julio","Canarias","1",36467.24
"4522","2018","Julio","Canarias","2",29742.61
"4523","2018","Julio","Canarias","3",37916.81
"4524","2018","Julio","Canarias","4",6518.13
"4525","2018","Julio","Canarias","5",9265.42
"4526","2018","Julio","Cantabria","1",5299.22
"4527","2018","Julio","Cantabria","2",8461.01
"4528","2018","Julio","Cantabria","3",11597.71
"4529","2018","Julio","Cantabria","4",1750.07
"4530","2018","Julio","Cantabria","5",2140.18
"4531","2018","Julio","Castilla y León","1",25308.46
"4532","2018","Julio","Castilla y León","2",36355.14
"4533","2018","Julio","Castilla y León","3",50930.54
"4534","2018","Julio","Castilla y León","4",9905.98
"4535","2018","Julio","Castilla y León","5",9420.98
"4536","2018","Julio","Castilla-La Mancha","1",27353.17
"4537","2018","Julio","Castilla-La Mancha","2",28164.59
"4538","2018","Julio","Castilla-La Mancha","3",36564.13
"4539","2018","Julio","Castilla-La Mancha","4",7751.49
"4540","2018","Julio","Castilla-La Mancha","5",10063.48
"4541","2018","Julio","Cataluña","1",103301.7
"4542","2018","Julio","Cataluña","2",115708.22
"4543","2018","Julio","Cataluña","3",132617.35
"4544","2018","Julio","Cataluña","4",24271.66
"4545","2018","Julio","Cataluña","5",38931.73
"4546","2018","Julio","Extremadura","1",11265.65
"4547","2018","Julio","Extremadura","2",15891.34
"4548","2018","Julio","Extremadura","3",18398.72
"4549","2018","Julio","Extremadura","4",3150.59
"4550","2018","Julio","Extremadura","5",4661.71
"4551","2018","Julio","Galicia","1",29534.46
"4552","2018","Julio","Galicia","2",47755.84
"4553","2018","Julio","Galicia","3",62308.15
"4554","2018","Julio","Galicia","4",11271.04
"4555","2018","Julio","Galicia","5",8999.87
"4556","2018","Julio","Islas Baleares","1",19833.78
"4557","2018","Julio","Islas Baleares","2",16235.34
"4558","2018","Julio","Islas Baleares","3",18580.26
"4559","2018","Julio","Islas Baleares","4",3657.91
"4560","2018","Julio","Islas Baleares","5",6395.31
"4561","2018","Julio","La Rioja","1",2830.82
"4562","2018","Julio","La Rioja","2",4743.78
"4563","2018","Julio","La Rioja","3",5069.52
"4564","2018","Julio","La Rioja","4",982.16
"4565","2018","Julio","La Rioja","5",1322.83
"4566","2018","Julio","Madrid, Comunidad de","1",41422.5
"4567","2018","Julio","Madrid, Comunidad de","2",83248.18
"4568","2018","Julio","Madrid, Comunidad de","3",104607.04
"4569","2018","Julio","Madrid, Comunidad de","4",20217.42
"4570","2018","Julio","Madrid, Comunidad de","5",30084.04
"4571","2018","Julio","Murcia, Región de","1",19955.76
"4572","2018","Julio","Murcia, Región de","2",19181.27
"4573","2018","Julio","Murcia, Región de","3",25211.89
"4574","2018","Julio","Murcia, Región de","4",4321.53
"4575","2018","Julio","Murcia, Región de","5",7769.21
"4576","2018","Julio","Navarra, Comunidad Foral de","1",4239.64
"4577","2018","Julio","Navarra, Comunidad Foral de","2",8682.12
"4578","2018","Julio","Navarra, Comunidad Foral de","3",8135.85
"4579","2018","Julio","Navarra, Comunidad Foral de","4",1870.44
"4580","2018","Julio","Navarra, Comunidad Foral de","5",2284.1
"4581","2018","Julio","País Vasco","1",17060.16
"4582","2018","Julio","País Vasco","2",33729.56
"4583","2018","Julio","País Vasco","3",41549.51
"4584","2018","Julio","País Vasco","4",7155.44
"4585","2018","Julio","País Vasco","5",9103.53
"4586","2018","Julio","Valenciana, Comunidad","1",68220.83
"4587","2018","Julio","Valenciana, Comunidad","2",70342.37
"4588","2018","Julio","Valenciana, Comunidad","3",84054.54
"4589","2018","Julio","Valenciana, Comunidad","4",16560.79
"4590","2018","Julio","Valenciana, Comunidad","5",25452.79
"4591","2018","Junio","Andalucía","1",96263.27
"4592","2018","Junio","Andalucía","2",112517.11
"4593","2018","Junio","Andalucía","3",140274.09
"4594","2018","Junio","Andalucía","4",30149.48
"4595","2018","Junio","Andalucía","5",43331.45
"4596","2018","Junio","Aragón","1",15250.18
"4597","2018","Junio","Aragón","2",20987.65
"4598","2018","Junio","Aragón","3",28158.56
"4599","2018","Junio","Aragón","4",5405.98
"4600","2018","Junio","Aragón","5",5544.8
"4601","2018","Junio","Asturias, Principado de","1",11160.68
"4602","2018","Junio","Asturias, Principado de","2",14224.13
"4603","2018","Junio","Asturias, Principado de","3",21758.85
"4604","2018","Junio","Asturias, Principado de","4",3567.89
"4605","2018","Junio","Asturias, Principado de","5",3837.01
"4606","2018","Junio","Canarias","1",35335.46
"4607","2018","Junio","Canarias","2",29322.14
"4608","2018","Junio","Canarias","3",35328.31
"4609","2018","Junio","Canarias","4",7252.08
"4610","2018","Junio","Canarias","5",9910.35
"4611","2018","Junio","Cantabria","1",5364.53
"4612","2018","Junio","Cantabria","2",7732.3
"4613","2018","Junio","Cantabria","3",11970.43
"4614","2018","Junio","Cantabria","4",2044.75
"4615","2018","Junio","Cantabria","5",2048.38
"4616","2018","Junio","Castilla y León","1",24426.27
"4617","2018","Junio","Castilla y León","2",36312.63
"4618","2018","Junio","Castilla y León","3",55542.41
"4619","2018","Junio","Castilla y León","4",9949.95
"4620","2018","Junio","Castilla y León","5",9293.26
"4621","2018","Junio","Castilla-La Mancha","1",24891.55
"4622","2018","Junio","Castilla-La Mancha","2",28032.47
"4623","2018","Junio","Castilla-La Mancha","3",38639.42
"4624","2018","Junio","Castilla-La Mancha","4",8727.52
"4625","2018","Junio","Castilla-La Mancha","5",10006.54
"4626","2018","Junio","Cataluña","1",96719.44
"4627","2018","Junio","Cataluña","2",107119.65
"4628","2018","Junio","Cataluña","3",129810.38
"4629","2018","Junio","Cataluña","4",26211.06
"4630","2018","Junio","Cataluña","5",37643.19
"4631","2018","Junio","Extremadura","1",11400.58
"4632","2018","Junio","Extremadura","2",14532.92
"4633","2018","Junio","Extremadura","3",19474.66
"4634","2018","Junio","Extremadura","4",2949.94
"4635","2018","Junio","Extremadura","5",4848.52
"4636","2018","Junio","Galicia","1",31208.52
"4637","2018","Junio","Galicia","2",42193.39
"4638","2018","Junio","Galicia","3",58852.85
"4639","2018","Junio","Galicia","4",12064.21
"4640","2018","Junio","Galicia","5",9892.36
"4641","2018","Junio","Islas Baleares","1",16837.78
"4642","2018","Junio","Islas Baleares","2",15381.55
"4643","2018","Junio","Islas Baleares","3",18914.17
"4644","2018","Junio","Islas Baleares","4",3925.74
"4645","2018","Junio","Islas Baleares","5",5508.6
"4646","2018","Junio","La Rioja","1",2469.9
"4647","2018","Junio","La Rioja","2",4881.16
"4648","2018","Junio","La Rioja","3",5603.74
"4649","2018","Junio","La Rioja","4",979.58
"4650","2018","Junio","La Rioja","5",992.05
"4651","2018","Junio","Madrid, Comunidad de","1",43508.67
"4652","2018","Junio","Madrid, Comunidad de","2",88608.87
"4653","2018","Junio","Madrid, Comunidad de","3",114389.54
"4654","2018","Junio","Madrid, Comunidad de","4",22521.75
"4655","2018","Junio","Madrid, Comunidad de","5",28701.98
"4656","2018","Junio","Murcia, Región de","1",18469.36
"4657","2018","Junio","Murcia, Región de","2",23862.28
"4658","2018","Junio","Murcia, Región de","3",25284.21
"4659","2018","Junio","Murcia, Región de","4",4509.73
"4660","2018","Junio","Murcia, Región de","5",7717.08
"4661","2018","Junio","Navarra, Comunidad Foral de","1",5346
"4662","2018","Junio","Navarra, Comunidad Foral de","2",8896.41
"4663","2018","Junio","Navarra, Comunidad Foral de","3",12323.57
"4664","2018","Junio","Navarra, Comunidad Foral de","4",2230.05
"4665","2018","Junio","Navarra, Comunidad Foral de","5",2196.13
"4666","2018","Junio","País Vasco","1",18219.37
"4667","2018","Junio","País Vasco","2",34785.6
"4668","2018","Junio","País Vasco","3",47641.17
"4669","2018","Junio","País Vasco","4",8022.52
"4670","2018","Junio","País Vasco","5",9025.29
"4671","2018","Junio","Valenciana, Comunidad","1",64635.82
"4672","2018","Junio","Valenciana, Comunidad","2",67509.12
"4673","2018","Junio","Valenciana, Comunidad","3",96836.79
"4674","2018","Junio","Valenciana, Comunidad","4",19017.63
"4675","2018","Junio","Valenciana, Comunidad","5",24990.08
"4676","2018","Marzo","Andalucía","1",96450.63
"4677","2018","Marzo","Andalucía","2",99037.15
"4678","2018","Marzo","Andalucía","3",168174.85
"4679","2018","Marzo","Andalucía","4",32781.53
"4680","2018","Marzo","Andalucía","5",43949.59
"4681","2018","Marzo","Aragón","1",14500.25
"4682","2018","Marzo","Aragón","2",18012.61
"4683","2018","Marzo","Aragón","3",28690.44
"4684","2018","Marzo","Aragón","4",6541.76
"4685","2018","Marzo","Aragón","5",5310.23
"4686","2018","Marzo","Asturias, Principado de","1",11903.6
"4687","2018","Marzo","Asturias, Principado de","2",13131.38
"4688","2018","Marzo","Asturias, Principado de","3",25137.51
"4689","2018","Marzo","Asturias, Principado de","4",4179.85
"4690","2018","Marzo","Asturias, Principado de","5",4414.44
"4691","2018","Marzo","Canarias","1",36114.71
"4692","2018","Marzo","Canarias","2",28823.41
"4693","2018","Marzo","Canarias","3",40626.95
"4694","2018","Marzo","Canarias","4",6936
"4695","2018","Marzo","Canarias","5",10622.67
"4696","2018","Marzo","Cantabria","1",5838.74
"4697","2018","Marzo","Cantabria","2",6695.01
"4698","2018","Marzo","Cantabria","3",14475.22
"4699","2018","Marzo","Cantabria","4",2062.46
"4700","2018","Marzo","Cantabria","5",2110.54
"4701","2018","Marzo","Castilla y León","1",24503.63
"4702","2018","Marzo","Castilla y León","2",31880.71
"4703","2018","Marzo","Castilla y León","3",62482.59
"4704","2018","Marzo","Castilla y León","4",11805.36
"4705","2018","Marzo","Castilla y León","5",8880.96
"4706","2018","Marzo","Castilla-La Mancha","1",24945.95
"4707","2018","Marzo","Castilla-La Mancha","2",24968.16
"4708","2018","Marzo","Castilla-La Mancha","3",44343.17
"4709","2018","Marzo","Castilla-La Mancha","4",9057.3
"4710","2018","Marzo","Castilla-La Mancha","5",9306.51
"4711","2018","Marzo","Cataluña","1",99650.54
"4712","2018","Marzo","Cataluña","2",107825.86
"4713","2018","Marzo","Cataluña","3",150160.45
"4714","2018","Marzo","Cataluña","4",30651.07
"4715","2018","Marzo","Cataluña","5",37356.97
"4716","2018","Marzo","Extremadura","1",10098.21
"4717","2018","Marzo","Extremadura","2",13395.83
"4718","2018","Marzo","Extremadura","3",21586.55
"4719","2018","Marzo","Extremadura","4",3671.74
"4720","2018","Marzo","Extremadura","5",4159.98
"4721","2018","Marzo","Galicia","1",30907.36
"4722","2018","Marzo","Galicia","2",38152.19
"4723","2018","Marzo","Galicia","3",61814.88
"4724","2018","Marzo","Galicia","4",11083.05
"4725","2018","Marzo","Galicia","5",9696.25
"4726","2018","Marzo","Islas Baleares","1",17009.03
"4727","2018","Marzo","Islas Baleares","2",14701.39
"4728","2018","Marzo","Islas Baleares","3",21669.1
"4729","2018","Marzo","Islas Baleares","4",4212.22
"4730","2018","Marzo","Islas Baleares","5",5744.69
"4731","2018","Marzo","La Rioja","1",2532.74
"4732","2018","Marzo","La Rioja","2",3659.17
"4733","2018","Marzo","La Rioja","3",5249.19
"4734","2018","Marzo","La Rioja","4",1027.33
"4735","2018","Marzo","La Rioja","5",946.04
"4736","2018","Marzo","Madrid, Comunidad de","1",43856.36
"4737","2018","Marzo","Madrid, Comunidad de","2",78547.08
"4738","2018","Marzo","Madrid, Comunidad de","3",126018.78
"4739","2018","Marzo","Madrid, Comunidad de","4",24156.84
"4740","2018","Marzo","Madrid, Comunidad de","5",27276.27
"4741","2018","Marzo","Murcia, Región de","1",20136.13
"4742","2018","Marzo","Murcia, Región de","2",17241.87
"4743","2018","Marzo","Murcia, Región de","3",29451.49
"4744","2018","Marzo","Murcia, Región de","4",5018.53
"4745","2018","Marzo","Murcia, Región de","5",7435.15
"4746","2018","Marzo","Navarra, Comunidad Foral de","1",5681.53
"4747","2018","Marzo","Navarra, Comunidad Foral de","2",7961
"4748","2018","Marzo","Navarra, Comunidad Foral de","3",12857.61
"4749","2018","Marzo","Navarra, Comunidad Foral de","4",2450.11
"4750","2018","Marzo","Navarra, Comunidad Foral de","5",2117.24
